test_id	gene_id	gene	locus	sample_2	value_2
XLOC_000028	XLOC_000028	RP11-206L10.13	1:803450-812283	Tumor	0.107957
XLOC_000029	XLOC_000029	RP11-54O7.1,RP11-54O7.2	1:846814-850351	Tumor	0.202463
XLOC_000030	XLOC_000030	SAMD11	1:860259-894689	Tumor	1.60026
XLOC_000031	XLOC_000031	KLHL17	1:895966-901095	Tumor	0.989711
XLOC_000032	XLOC_000032	PLEKHN1	1:901876-917497	Tumor	1.68411
XLOC_000033	XLOC_000033	ISG15	1:948802-949920	Tumor	0
XLOC_000034	XLOC_000034	AGRN,RP11-54O7.14	1:955502-991496	Tumor	24.9703
XLOC_000035	XLOC_000035	RP11-465B22.3	1:995113-1004735	Tumor	0
XLOC_000036	XLOC_000036	RP11-465B22.5	1:1072396-1079436	Tumor	0.14424
XLOC_000037	XLOC_000037	MIR200B	1:1102483-1102578	Tumor	0
XLOC_000038	XLOC_000038	MIR200A	1:1103242-1103332	Tumor	0
XLOC_000039	XLOC_000039	MIR429	1:1104384-1104467	Tumor	0
XLOC_000040	XLOC_000040	TTLL10	1:1108435-1133315	Tumor	0.379448
XLOC_000041	XLOC_000041	B3GALT6	1:1167628-1170421	Tumor	1.05223
XLOC_000042	XLOC_000042	RP5-902P8.10,SCNN1D	1:1210602-1227409	Tumor	0.408966
XLOC_000043	XLOC_000043	PUSL1	1:1227755-1260071	Tumor	1.15857
XLOC_000044	XLOC_000044	GLTPD1	1:1260135-1264277	Tumor	1.75131
XLOC_000045	XLOC_000045	TAS1R3	1:1266693-1284760	Tumor	0.258294
XLOC_000046	XLOC_000046	RP5-890O3.3	1:1314043-1314412	Tumor	0
XLOC_000047	XLOC_000047	RP4-758J18.2,RP4-758J18.3	1:1334901-1342693	Tumor	5.42047
XLOC_000048	XLOC_000048	RP4-758J18.7	1:1353799-1358071	Tumor	0
XLOC_000049	XLOC_000049	TMEM88B	1:1360831-1363179	Tumor	0
XLOC_000050	XLOC_000050	AL391244.1	1:1363501-1365635	Tumor	0
XLOC_000051	XLOC_000051	VWA1	1:1370240-1378262	Tumor	2.68843
XLOC_000052	XLOC_000052	ATAD3C	1:1385068-1405538	Tumor	2.45231
XLOC_000053	XLOC_000053	ATAD3B	1:1407142-1433228	Tumor	1.24013
XLOC_000054	XLOC_000054	ATAD3A	1:1447530-1470067	Tumor	1.25728
XLOC_000055	XLOC_000055	AL645728.1	1:1510354-1511373	Tumor	0.466423
XLOC_000056	XLOC_000056	AL645728.3	1:1515135-1515379	Tumor	0
XLOC_000057	XLOC_000057	AL691432.1	1:1535818-1545864	Tumor	0.490648
XLOC_000058	XLOC_000058	MIB2	1:1550794-1565990	Tumor	5.77766
XLOC_000059	XLOC_000059	MMP23B	1:1567473-1570639	Tumor	0.474866
XLOC_000060	XLOC_000060	MMP23A	1:1631368-1633249	Tumor	0.219278
XLOC_000061	XLOC_000061	RP1-283E3.3	1:1656053-1677431	Tumor	0.502842
XLOC_000062	XLOC_000062	RP1-283E3.4,RP1-283E3.8	1:1656053-1677431	Tumor	4.36324
XLOC_000063	XLOC_000063	RP1-140A9.1	1:1822909-1824097	Tumor	0.6038
XLOC_000064	XLOC_000064	CALML6	1:1846265-1848735	Tumor	0.563486
XLOC_000065	XLOC_000065	GABRD	1:1950779-1962192	Tumor	0
XLOC_000066	XLOC_000066	PRKCZ	1:1981908-2152175	Tumor	4.20979
XLOC_000067	XLOC_000067	SKI	1:2160133-2241558	Tumor	6.12191
XLOC_000068	XLOC_000068	AL513477.1	1:2252691-2356219	Tumor	0.845251
XLOC_000069	XLOC_000069	RER1	1:2252691-2356219	Tumor	14.5366
XLOC_000070	XLOC_000070	RP4-740C4.4	1:2357418-2362089	Tumor	1.34253
XLOC_000071	XLOC_000071	PLCH2	1:2398897-2436969	Tumor	0.651168
XLOC_000072	XLOC_000072	TNFRSF14	1:2481358-2497061	Tumor	5.50324
XLOC_000073	XLOC_000073	RP3-395M20.7	1:2497848-2508811	Tumor	0.236753
XLOC_000074	XLOC_000074	RP3-395M20.9	1:2512998-2515972	Tumor	0
XLOC_000075	XLOC_000075	C1orf93	1:2517929-2706280	Tumor	4.35008
XLOC_000076	XLOC_000076	RP13-436F16.1	1:2517929-2706280	Tumor	0
XLOC_000077	XLOC_000077	ACTRT2	1:2938045-2939465	Tumor	0
XLOC_000078	XLOC_000078	PRDM16	1:2985731-3355185	Tumor	0.25892
XLOC_000079	XLOC_000079	ARHGEF16	1:3370989-3397677	Tumor	1.94283
XLOC_000080	XLOC_000080	TPRG1L	1:3541565-3546691	Tumor	6.01793
XLOC_000081	XLOC_000081	TP73	1:3547330-3663900	Tumor	0.288866
XLOC_000082	XLOC_000082	CCDC27	1:3668961-3688208	Tumor	0.424091
XLOC_000083	XLOC_000083	RP1-286D6.2	1:3689351-3692546	Tumor	3.30534
XLOC_000084	XLOC_000084	DFFB	1:3773844-3801993	Tumor	3.64154
XLOC_000085	XLOC_000085	RP13-15E13.1	1:3816935-3833789	Tumor	0.660532
XLOC_000086	XLOC_000086	RP13-614K11.1	1:4000672-4015322	Tumor	0
XLOC_000087	XLOC_000087	RP5-1166F10.1	1:4472110-4484747	Tumor	0.950592
XLOC_000088	XLOC_000088	RP1-37J18.1	1:4611794-4612205	Tumor	0
XLOC_000089	XLOC_000089	RP1-37J18.2	1:4631607-4643481	Tumor	0
XLOC_000090	XLOC_000090	AJAP1	1:4714791-4843850	Tumor	0
XLOC_000091	XLOC_000091	AL356693.1	1:5875930-5876019	Tumor	0
XLOC_000092	XLOC_000092	KCNAB2	1:5922870-6161253	Tumor	5.51943
XLOC_000093	XLOC_000093	RNF207	1:6241328-6296032	Tumor	3.07423
XLOC_000094	XLOC_000094	NCRNA00337	1:6296299-6299504	Tumor	0
XLOC_000095	XLOC_000095	HES3	1:6304251-6305638	Tumor	0
XLOC_000096	XLOC_000096	ESPN	1:6484847-6580121	Tumor	6.01165
XLOC_000097	XLOC_000097	U6	1:6581406-6614595	Tumor	0
XLOC_000098	XLOC_000098	RP11-58A11.2	1:6581406-6614595	Tumor	0
XLOC_000099	XLOC_000099	TAS1R1	1:6615240-6639817	Tumor	0.37178
XLOC_000100	XLOC_000100	ZBTB48	1:6640060-6649340	Tumor	2.7918
XLOC_000101	XLOC_000101	PHF13	1:6650783-6684093	Tumor	1.2314
XLOC_000102	XLOC_000102	THAP3	1:6684925-6761984	Tumor	1.16686
XLOC_000103	XLOC_000103	RP11-242F24.1	1:6784696-6790072	Tumor	0.550506
XLOC_000104	XLOC_000104	snoU13	1:6812778-6812881	Tumor	0
XLOC_000105	XLOC_000105	CAMTA1	1:6845383-7827916	Tumor	15.7334
XLOC_000106	XLOC_000106	U1	1:6845383-7827916	Tumor	0
XLOC_000107	XLOC_000107	CAMTA1-IT1	1:6845383-7827916	Tumor	0
XLOC_000108	XLOC_000108	VAMP3	1:7831328-7841492	Tumor	15.8887
XLOC_000109	XLOC_000109	PER3	1:7844379-7913572	Tumor	3.75653
XLOC_000110	XLOC_000110	PARK7	1:8014350-8045565	Tumor	19.077
XLOC_000111	XLOC_000111	RP11-431K24.1	1:8086797-8182762	Tumor	0.246039
XLOC_000112	XLOC_000112	RP11-431K24.2	1:8249883-8252830	Tumor	0
XLOC_000113	XLOC_000113	RP11-431K24.3	1:8268731-8275270	Tumor	0
XLOC_000114	XLOC_000114	SLC45A1	1:8377885-8404225	Tumor	0.412455
XLOC_000115	XLOC_000115	Y_RNA	1:8377885-8404225	Tumor	3.17451
XLOC_000116	XLOC_000116	RP5-1115A15.1	1:8412456-8877702	Tumor	1.19742
XLOC_000117	XLOC_000117	RP4-633I8.1	1:8412456-8877702	Tumor	0.529989
XLOC_000118	XLOC_000118	RP4-633I8.3	1:8412456-8877702	Tumor	0
XLOC_000119	XLOC_000119	RP4-633I8.4	1:8412456-8877702	Tumor	0
XLOC_000120	XLOC_000120	RP11-185B14.1	1:8891172-8891431	Tumor	0
XLOC_000121	XLOC_000121	ENO1-AS1	1:8938893-8939953	Tumor	0
XLOC_000122	XLOC_000122	HMGN2P17	1:8953467-8954210	Tumor	1.16568
XLOC_000123	XLOC_000123	RP3-477M7.6	1:8969818-8969965	Tumor	0
XLOC_000124	XLOC_000124	CA6	1:9005925-9035151	Tumor	0.787332
XLOC_000125	XLOC_000125	SCARNA16	1:9095165-9148537	Tumor	1.43201
XLOC_000126	XLOC_000126	RP3-510D11.2	1:9228326-9262678	Tumor	0
XLOC_000127	XLOC_000127	H6PD	1:9294862-9331478	Tumor	3.30922
XLOC_000128	XLOC_000128	Z98044.1	1:9338449-9338592	Tumor	0
XLOC_000129	XLOC_000129	SPSB1	1:9352938-9429591	Tumor	3.87717
XLOC_000130	XLOC_000130	SLC25A33	1:9599540-9642831	Tumor	0.975574
XLOC_000131	XLOC_000131	RP13-15M17.1	1:9599540-9642831	Tumor	2.60889
XLOC_000132	XLOC_000132	TMEM201	1:9648931-9674935	Tumor	1.07214
XLOC_000133	XLOC_000133	PIK3CD	1:9711789-9884584	Tumor	1.02892
XLOC_000134	XLOC_000134	RP11-84A14.5	1:9908333-9970394	Tumor	0
XLOC_000135	XLOC_000135	RP11-84A14.2	1:9908333-9970394	Tumor	0
XLOC_000136	XLOC_000136	RP11-84A14.4	1:9982170-10045559	Tumor	0
XLOC_000137	XLOC_000137	NMNAT1,RP11-807G9.2	1:9982170-10045559	Tumor	0.191222
XLOC_000138	XLOC_000138	7SK	1:9982170-10045559	Tumor	7.14856
XLOC_000139	XLOC_000139	RBP7	1:10057263-10076078	Tumor	0.530232
XLOC_000140	XLOC_000140	UBE4B	1:10092889-10241297	Tumor	8.76539
XLOC_000141	XLOC_000141	PGAM1P11	1:10092889-10241297	Tumor	0
XLOC_000142	XLOC_000142	U6	1:10092889-10241297	Tumor	0
XLOC_000143	XLOC_000143	KIF1B	1:10270763-10441661	Tumor	3.32029
XLOC_000144	XLOC_000144	U6	1:10270763-10441661	Tumor	0
XLOC_000145	XLOC_000145	PGD	1:10458648-10480233	Tumor	16.888
XLOC_000146	XLOC_000146	APITD1,APITD1-CORT,CORT	1:10490158-10512210	Tumor	3.79228
XLOC_000147	XLOC_000147	RP5-1113E3.3	1:10516578-10690815	Tumor	0
XLOC_000148	XLOC_000148	PEX14	1:10516578-10690815	Tumor	2.45659
XLOC_000149	XLOC_000149	AL139423.1	1:10516578-10690815	Tumor	1.77769
XLOC_000150	XLOC_000150	RP11-340B24.3	1:10955820-10956697	Tumor	0
XLOC_000151	XLOC_000151	TARDBP	1:11072413-11085796	Tumor	18.5158
XLOC_000152	XLOC_000152	RP4-635E18.7	1:11126674-11162157	Tumor	0.227955
XLOC_000153	XLOC_000153	RP4-635E18.6	1:11126674-11162157	Tumor	1.90594
XLOC_000154	XLOC_000154	MTOR-AS1	1:11166591-11322608	Tumor	0
XLOC_000155	XLOC_000155	U6	1:11166591-11322608	Tumor	0
XLOC_000156	XLOC_000156	ANGPTL7	1:11166591-11322608	Tumor	0.198746
XLOC_000157	XLOC_000157	U6	1:11166591-11322608	Tumor	0
XLOC_000158	XLOC_000158	RPL39P6	1:11166591-11322608	Tumor	0
XLOC_000159	XLOC_000159	UBIAD1	1:11333262-11356106	Tumor	5.08538
XLOC_000160	XLOC_000160	PTCHD2	1:11539222-11597641	Tumor	0.499144
XLOC_000161	XLOC_000161	RP1-69M21.2	1:11669587-11673412	Tumor	0.301595
XLOC_000162	XLOC_000162	FBXO44	1:11708423-11723384	Tumor	3.05248
XLOC_000163	XLOC_000163	FBXO6	1:11724180-11734411	Tumor	0.393838
XLOC_000164	XLOC_000164	C1orf187	1:11751785-11785914	Tumor	0.299237
XLOC_000165	XLOC_000165	AGTRAP	1:11796140-11814859	Tumor	6.19518
XLOC_000166	XLOC_000166	C1orf167	1:11821843-11908402	Tumor	0.139968
XLOC_000167	XLOC_000167	CLCN6,NPPA-AS1	1:11821843-11908402	Tumor	2.71078
XLOC_000168	XLOC_000168	RP5-934G17.6	1:11937826-11940463	Tumor	0.054412
XLOC_000169	XLOC_000169	RNU5E-1	1:11968208-11968328	Tumor	1338.33
XLOC_000170	XLOC_000170	PLOD1	1:11994261-12035599	Tumor	8.7543
XLOC_000171	XLOC_000171	MFN2	1:12040237-12073571	Tumor	15.8683
XLOC_000172	XLOC_000172	MIIP	1:12079522-12092102	Tumor	0.514351
XLOC_000173	XLOC_000173	TNFRSF8	1:12123433-12204264	Tumor	0.119487
XLOC_000174	XLOC_000174	TNFRSF1B	1:12227059-12269285	Tumor	5.34828
XLOC_000175	XLOC_000175	VPS13D	1:12290119-12572099	Tumor	13.5043
XLOC_000176	XLOC_000176	SNORA59A	1:12290119-12572099	Tumor	4.22086
XLOC_000177	XLOC_000177	RP5-888M10.2	1:12587765-12588462	Tumor	0
XLOC_000178	XLOC_000178	AADACL4	1:12704565-12727097	Tumor	0
XLOC_000179	XLOC_000179	RP11-474O21.2	1:12752922-12753027	Tumor	0
XLOC_000180	XLOC_000180	AADACL3	1:12776117-12788726	Tumor	0
XLOC_000181	XLOC_000181	snoU13	1:12799692-12799796	Tumor	0
XLOC_000182	XLOC_000182	C1orf158	1:12806162-12823847	Tumor	4.25301
XLOC_000183	XLOC_000183	PRAMEF12	1:12834983-12838049	Tumor	0.264717
XLOC_000184	XLOC_000184	PRAMEF1	1:12851545-12856777	Tumor	0.154514
XLOC_000185	XLOC_000185	PRAMEF2	1:12916940-12921764	Tumor	0.496006
XLOC_000186	XLOC_000186	PRAMEF7	1:12976449-12980569	Tumor	0.157166
XLOC_000187	XLOC_000187	U6	1:12982373-12982480	Tumor	0
XLOC_000188	XLOC_000188	RP11-450I1.2	1:12985989-12988081	Tumor	0.297971
XLOC_000189	XLOC_000189	PRAMEF22	1:12998180-13117751	Tumor	0.984642
XLOC_000190	XLOC_000190	RP13-221M14.1	1:13140455-13145000	Tumor	1.34447
XLOC_000191	XLOC_000191	RP13-221M14.2	1:13146776-13147256	Tumor	1.27325
XLOC_000192	XLOC_000192	WI2-2994D6.1	1:13196269-13199067	Tumor	0.983695
XLOC_000193	XLOC_000193	RP11-248D7.2	1:13351481-13354323	Tumor	0
XLOC_000194	XLOC_000194	PRAMEF5	1:13359818-13369057	Tumor	0.231003
XLOC_000195	XLOC_000195	RP11-219C24.6	1:13411550-13414482	Tumor	0.0440792
XLOC_000196	XLOC_000196	PRAMEF9	1:13421175-13428191	Tumor	0.267608
XLOC_000197	XLOC_000197	RP11-219C24.10	1:13429633-13430107	Tumor	1.3127
XLOC_000198	XLOC_000198	PRAMEF16	1:13495253-13498260	Tumor	0.167537
XLOC_000199	XLOC_000199	PRAMEF21	1:13516065-13526943	Tumor	0
XLOC_000200	XLOC_000200	XX-FW84067D5.2	1:13632347-13635279	Tumor	0.0436941
XLOC_000201	XLOC_000201	PRAMEF15	1:13641972-13648988	Tumor	0.268248
XLOC_000202	XLOC_000202	RP11-584P2.1	1:13650430-13650910	Tumor	1.29622
XLOC_000203	XLOC_000203	PRAMEF17	1:13716087-13719064	Tumor	0.211347
XLOC_000204	XLOC_000204	PRAMEF20	1:13736906-13747803	Tumor	0
XLOC_000205	XLOC_000205	RP4-597A16.2	1:13801444-13842765	Tumor	0
XLOC_000206	XLOC_000206	RP4-597A16.3	1:13881495-13882189	Tumor	0
XLOC_000207	XLOC_000207	PDPN	1:13909959-13944452	Tumor	3.89635
XLOC_000208	XLOC_000208	PRDM2	1:14026692-14151560	Tumor	21.0252
XLOC_000209	XLOC_000209	C1orf196	1:14219051-14507087	Tumor	1.24425
XLOC_000210	XLOC_000210	KAZN	1:14925199-15478960	Tumor	2.27285
XLOC_000211	XLOC_000211	TMEM51	1:15479027-15546974	Tumor	1.91507
XLOC_000212	XLOC_000212	FHAD1	1:15573767-15726858	Tumor	2.11688
XLOC_000213	XLOC_000213	EFHD2	1:15736390-15756839	Tumor	2.32203
XLOC_000214	XLOC_000214	CTRC	1:15764934-15775737	Tumor	1.69143
XLOC_000215	XLOC_000215	CELA2A,CELA2B	1:15783222-15853029	Tumor	2.00023
XLOC_000216	XLOC_000216	DNAJC16	1:15853307-15930121	Tumor	4.9024
XLOC_000217	XLOC_000217	SCARNA21	1:15853307-15930121	Tumor	4.7815
XLOC_000218	XLOC_000218	CHCHD2P6	1:15931076-15931538	Tumor	8.02482
XLOC_000219	XLOC_000219	DDI2,RSC1A1	1:15943977-15995539	Tumor	12.3083
XLOC_000220	XLOC_000220	PLEKHM2	1:16010826-16076391	Tumor	3.56017
XLOC_000221	XLOC_000221	SLC25A34	1:16010826-16076391	Tumor	0.137798
XLOC_000222	XLOC_000222	TMEM82	1:16010826-16076391	Tumor	0
XLOC_000223	XLOC_000223	FBLIM1	1:16083101-16113089	Tumor	9.67384
XLOC_000224	XLOC_000224	RP11-169K16.6	1:16119290-16119780	Tumor	1.88572
XLOC_000225	XLOC_000225	RP11-169K16.8	1:16154723-16155167	Tumor	20.3062
XLOC_000226	XLOC_000226	SPEN	1:16160559-16267025	Tumor	4.96191
XLOC_000227	XLOC_000227	snoU13	1:16160559-16267025	Tumor	0
XLOC_000228	XLOC_000228	RP11-5P18.1	1:16268363-16302627	Tumor	1.74498
XLOC_000229	XLOC_000229	RP11-5P18.3	1:16314676-16314936	Tumor	0
XLOC_000230	XLOC_000230	RP11-5P18.2	1:16316365-16321246	Tumor	0
XLOC_000231	XLOC_000231	C1orf64	1:16330730-16335302	Tumor	2.24182
XLOC_000232	XLOC_000232	CLCNKA	1:16340522-16360545	Tumor	0.122925
XLOC_000233	XLOC_000233	CLCNKB	1:16370246-16383803	Tumor	1.05657
XLOC_000234	XLOC_000234	RP11-276H7.2	1:16450831-16483824	Tumor	0
XLOC_000235	XLOC_000235	RP11-276H7.3	1:16485760-16488378	Tumor	0
XLOC_000236	XLOC_000236	ARHGEF19-AS1	1:16524348-16539140	Tumor	0
XLOC_000237	XLOC_000237	C1orf144	1:16679069-16763919	Tumor	15.8723
XLOC_000238	XLOC_000238	NECAP2	1:16767166-16786573	Tumor	10.3164
XLOC_000239	XLOC_000239	RP4-798A10.2	1:16787442-16819196	Tumor	0.489369
XLOC_000240	XLOC_000240	RP4-798A10.4	1:16847188-16848303	Tumor	1.07452
XLOC_000241	XLOC_000241	AL355149.1	1:16862254-16864669	Tumor	0.676495
XLOC_000242	XLOC_000242	AL355149.2	1:16879956-16880028	Tumor	0
XLOC_000243	XLOC_000243	AL137798.2	1:16944750-16971181	Tumor	0.704045
XLOC_000244	XLOC_000244	RP5-1182A14.3	1:16972068-16976914	Tumor	0.887292
XLOC_000245	XLOC_000245	AL137798.1	1:16999497-17000007	Tumor	3.43531
XLOC_000246	XLOC_000246	AL021920.2	1:17052060-17052133	Tumor	0
XLOC_000247	XLOC_000247	RNU1-4	1:17067010-17067174	Tumor	142.7
XLOC_000248	XLOC_000248	RP1-163M9.5	1:17076727-17077459	Tumor	0.759966
XLOC_000249	XLOC_000249	RP11-108M9.2	1:17181901-17185779	Tumor	0
XLOC_000250	XLOC_000250	BX284668.2	1:17186692-17186765	Tumor	0
XLOC_000251	XLOC_000251	RP11-108M9.3,U1	1:17196253-17200587	Tumor	2.24294
XLOC_000252	XLOC_000252	RP11-108M9.5	1:17215032-17216144	Tumor	0
XLOC_000253	XLOC_000253	CROCC	1:17222231-17299459	Tumor	2.08977
XLOC_000254	XLOC_000254	RNU1-2	1:17222231-17299459	Tumor	146.482
XLOC_000255	XLOC_000255	RP1-37C10.3	1:17300996-17338423	Tumor	0
XLOC_000256	XLOC_000256	Y_RNA	1:17484691-17484779	Tumor	0
XLOC_000257	XLOC_000257	RP11-380J14.1	1:17516277-17524112	Tumor	0.359831
XLOC_000258	XLOC_000258	PADI1	1:17531620-17572500	Tumor	2.09154
XLOC_000259	XLOC_000259	PADI3	1:17575592-17610728	Tumor	0.637095
XLOC_000260	XLOC_000260	PADI4	1:17634689-17690499	Tumor	1.34834
XLOC_000261	XLOC_000261	PADI6	1:17698690-17728195	Tumor	0
XLOC_000262	XLOC_000262	RP1-20B21.4	1:17733255-17766220	Tumor	12.0746
XLOC_000263	XLOC_000263	snoU13	1:17776258-17776359	Tumor	0
XLOC_000264	XLOC_000264	ARHGEF10L	1:17866329-18024369	Tumor	3.45891
XLOC_000265	XLOC_000265	RP11-473A10.2	1:18044181-18076473	Tumor	0
XLOC_000266	XLOC_000266	ACTL8	1:18081807-18153558	Tumor	0
XLOC_000267	XLOC_000267	IGSF21	1:18434239-18704977	Tumor	2.36421
XLOC_000268	XLOC_000268	RP11-422P22.1	1:18712322-18715008	Tumor	0
XLOC_000269	XLOC_000269	KLHDC7A	1:18807423-18812534	Tumor	0.691902
XLOC_000270	XLOC_000270	RP1-8B22.1	1:18839611-18839881	Tumor	0.923903
XLOC_000271	XLOC_000271	RP1-8B22.2	1:18921905-18922112	Tumor	0
XLOC_000272	XLOC_000272	PAX7	1:18957499-19075360	Tumor	0.209929
XLOC_000273	XLOC_000273	RP1-43E13.2	1:19536994-19586622	Tumor	0
XLOC_000274	XLOC_000274	MRTO4	1:19536994-19586622	Tumor	1.32518
XLOC_000275	XLOC_000275	PQLC2	1:19638819-19655794	Tumor	0.471582
XLOC_000276	XLOC_000276	AL445163.1	1:19665266-19812066	Tumor	8.48907
XLOC_000277	XLOC_000277	U4	1:19837086-19837227	Tumor	16.2409
XLOC_000278	XLOC_000278	C1orf151	1:19923476-19956314	Tumor	10.908
XLOC_000279	XLOC_000279	RP5-1056L3.3	1:19923476-19956314	Tumor	8.61551
XLOC_000280	XLOC_000280	NBL1	1:19967047-19984945	Tumor	7.33454
XLOC_000281	XLOC_000281	HTR6	1:19991779-20006055	Tumor	0.433134
XLOC_000282	XLOC_000282	RP11-91K11.2	1:20140522-20145995	Tumor	0
XLOC_000283	XLOC_000283	OTUD3	1:20209005-20239438	Tumor	3.29859
XLOC_000284	XLOC_000284	AL358253.1	1:20297462-20297762	Tumor	0
XLOC_000285	XLOC_000285	PLA2G5	1:20354671-20417683	Tumor	0
XLOC_000286	XLOC_000286	PLA2G2F	1:20465818-20476879	Tumor	1.09469
XLOC_000287	XLOC_000287	RP3-340N1.2	1:20480830-20487061	Tumor	0
XLOC_000288	XLOC_000288	UBXN10	1:20510734-20522541	Tumor	0.92577
XLOC_000289	XLOC_000289	RP3-340N1.6	1:20569587-20571148	Tumor	0
XLOC_000290	XLOC_000290	VWA5B1	1:20617411-20681387	Tumor	0.398331
XLOC_000291	XLOC_000291	RP11-401M16.3	1:20852481-20853244	Tumor	0
XLOC_000292	XLOC_000292	FAM43B	1:20878931-20881512	Tumor	0.341422
XLOC_000293	XLOC_000293	CDA	1:20915440-20945401	Tumor	0.453245
XLOC_000294	XLOC_000294	PINK1	1:20959947-20988000	Tumor	2.43625
XLOC_000295	XLOC_000295	RP5-930J4.2	1:21059372-21060445	Tumor	1.60138
XLOC_000296	XLOC_000296	RP5-930J4.4	1:21069153-21113816	Tumor	0.55698
XLOC_000297	XLOC_000297	U7	1:21132975-21503377	Tumor	0
XLOC_000298	XLOC_000298	RP11-628K18.1	1:21132975-21503377	Tumor	0
XLOC_000299	XLOC_000299	RP3-329E20.2	1:21543739-21671997	Tumor	0
XLOC_000300	XLOC_000300	RP5-1071N3.1	1:21543739-21671997	Tumor	0.496714
XLOC_000301	XLOC_000301	PPP1R11P1	1:21724479-21724855	Tumor	2.44189
XLOC_000302	XLOC_000302	AL592309.1	1:21740713-21740785	Tumor	0
XLOC_000303	XLOC_000303	RP11-293F5.1	1:21742390-21743985	Tumor	0
XLOC_000304	XLOC_000304	HS6ST1P1	1:21754794-21756030	Tumor	0.926555
XLOC_000305	XLOC_000305	RP11-293F5.4	1:21760810-21764051	Tumor	0.692673
XLOC_000306	XLOC_000306	NBPF3	1:21766620-21811498	Tumor	5.87261
XLOC_000307	XLOC_000307	ALPL	1:21835857-21904905	Tumor	2.00497
XLOC_000308	XLOC_000308	RP11-63N8.3	1:21912964-21917680	Tumor	0
XLOC_000309	XLOC_000309	RP11-132G19.3	1:22004790-22110099	Tumor	0
XLOC_000310	XLOC_000310	LDLRAD2	1:22138757-22263790	Tumor	1.15578
XLOC_000311	XLOC_000311	RP11-26H16.1	1:22138757-22263790	Tumor	0.126177
XLOC_000312	XLOC_000312	CELA3B	1:22303513-22325135	Tumor	0
XLOC_000313	XLOC_000313	AL590556.1	1:22303513-22325135	Tumor	0
XLOC_000314	XLOC_000314	U6	1:22303513-22325135	Tumor	7.51135
XLOC_000315	XLOC_000315	CELA3A	1:22328148-22339032	Tumor	0
XLOC_000316	XLOC_000316	AL590556.2	1:22328148-22339032	Tumor	0
XLOC_000317	XLOC_000317	U6	1:22328148-22339032	Tumor	0
XLOC_000318	XLOC_000318	NCRNA00339	1:22351680-22357716	Tumor	6.63841
XLOC_000319	XLOC_000319	CDC42	1:22379119-22419440	Tumor	28.7491
XLOC_000320	XLOC_000320	CDC42-IT1	1:22379119-22419440	Tumor	1.46152
XLOC_000321	XLOC_000321	ZBTB40	1:22778343-22857721	Tumor	1.71812
XLOC_000322	XLOC_000322	ZBTB40-IT1	1:22778343-22857721	Tumor	0
XLOC_000323	XLOC_000323	EPHA8	1:22890056-22930087	Tumor	0.226882
XLOC_000324	XLOC_000324	C1QA	1:22962998-22966175	Tumor	15.5542
